date,ticker,open,high,low,close,volume,sector,analyst_rating
2023-06-02,BRTV,$90.62,$92.51,$90.01,$91.71,1486777,Finance,
2023-06-14,CMPX,$221.62,$224.81,$218.63,$224.00,3593107,Healthcare,Sell
2023-01-11,CMPX,$208.47,$209.49,$208.03,$209.38,804797,Healthcare,
2023-02-09,BRTV,$80.48,$80.62,$79.12,$80.14,4191654,Finance,Hold
2023-03-14,BRTV,$77.51,$78.85,$75.87,$77.19,3698814,Finance,
2023-08-11,CMPX,$276.16,$276.85,$273.65,$274.07,3246755,Healthcare,Sell
2023-09-02,ALNX,$235.03,$236.43,$232.75,$236.35,4772598,Technology,Buy
2023-02-18,BRTV,$79.28,$80.06,$78.35,$78.94,3574878,Finance,Sell
2023-09-15,CMPX,$270.53,$276.92,$268.39,,3110042,Healthcare,Strong Buy
2023-08-01,CMPX,$218.00,$220.00,$215.00,$217.50,1200000,Healthcare,Buy,EXTRA_FIELD,ANOTHER
2023-03-04,CMPX,$223.32,$224.56,$220.95,$223.64,1945114,Healthcare,Buy
2023-08-29,CMPX,$264.02,$268.68,$259.64,$266.75,810747,Healthcare,Buy
2023-05-26,CMPX,$224.42,$224.96,$222.95,$224.26,2748004,Healthcare,
2023-02-17,CMPX,$242.00,$244.60,$239.17,$240.47,4793758,Healthcare,Strong Buy
2023-04-29,CMPX,$207.67,$211.17,142.5O,$208.32,4374520,Healthcare,Hold
2023-01-27,ALNX,$159.02,$162.71,$155.95,$157.05,2285222,Technology,Strong Buy
2023-09-13,CMPX,$275.75,$280.69,$270.67,$278.92,4129793,Healthcare,Buy
2023/03/10,ALNX,$172.89,$176.63,$170.14,$172.20,4893200,Technology,
2023-08-25,ALNX,$246.37,$252.19,$242.55,$243.52,3331389,Technology,Sell
2023-05-30,BRTV,$88.99,142.5O,$87.01,$87.41,4649653,Finance,Sell
2023-05-04,ALNX,$195.14,$195.87,$193.71,$194.79,4046285,Technology,
2023-01-26,CMPX,$213.17,$214.66,$208.37,$213.28,4208940,Healthcare,
2023-04-12,BRTV,$73.08,$74.87,$71.41,$73.47,4025272,Finance,Strong Buy
2023-08-12,CMPX,$269.77,$272.95,$265.06,$266.01,3805532,Healthcare,Hold
2023-05-26,BRTV,$86.30,$88.21,$85.13,$87.13,3209586,Finance,Sell
2023-05-31,ALNX,$185.55,$188.58,$182.72,$185.23,3550848,Technology,Buy
2023-03-08,ALNX,$168.16,$171.84,$167.91,$168.85,4012592,Technology,Hold
2023-08-18,ALNX,$245.56,$249.83,N/A,$242.46,2369937,Technology,Sell
2023-08-29,BRTV,$111.26,$113.16,$110.43,$111.35,895593,Finance,Sell
2023-01-26,ALNX,$156.10,$158.84,$152.76,$152.98,3897208,Technology,
2023-06-20,BRTV,$103.41,$104.54,$102.92,$103.29,2066928,Finance,Buy
2023-04-12,CMPX,$224.13,$229.49,$222.50,$222.79,2379067,Healthcare,Sell
2023-03-15,BRTV,$76.68,$78.04,$74.80,$77.49,4120259,Finance,Sell
2023-01-04,BRTV,$84.04,$84.89,$82.66,$83.43,3018961,Finance,Buy
2023-06-01,BRTV,$88.66,$89.09,$87.90,$89.00,3408672,Finance,Buy
2023-02-21,ALNX,$156.61,$158.78,$155.56,$156.16,2615165,Technology,Strong Buy
2023-02-08,ALNX,$161.53,$161.94,$159.07,$160.63,4287767,Technology,Buy
2023-04-25,CMPX,$211.16,$211.38,$207.67,$209.79,2371302,Healthcare,Buy
2023-03-03,ALNX,$160.10,$161.04,$158.21,$160.84,4475184,Technology,Strong Buy
2023-05-12,BRTV,$78.97,$79.65,$78.87,$79.14,4144677,Finance,Hold
2023-07-21,ALNX,$208.38,$212.34,$206.64,$211.64,4614263,Technology,Strong Buy
2023-09-07,CMPX,$268.29,$270.66,$263.36,$266.70,903715,Healthcare,
2023-08-31,ALNX,$237.10,$238.31,$233.31,$236.97,1581018,Technology,Sell
2023-04-12,ALNX,$202.84,$204.55,$199.97,$200.23,3208176,Technology,Buy
2023-01-28,CMPX,$211.43,$213.67,$211.12,$212.49,1031530,Healthcare,Buy
2023-06-15,CMPX,$219.60,$221.31,$216.57,$219.64,3387233,Healthcare,Sell
2023-06-20,CMPX,$213.58,$216.13,$208.55,$213.38,4853410,Healthcare,Strong Buy
2023-01-06,BRTV,$85.54,$86.29,$84.98,$85.05,1069276,Finance,Sell
2023-06-07,BRTV,$93.00,$94.57,$91.88,$93.64,3717305,Finance,Buy
2023-01-27,BRTV,$81.35,$82.87,$79.96,$82.67,2881777,Finance,Sell
2023-06-08,CMPX,$216.66,$220.31,$214.44,$219.94,931246,Healthcare,Hold
2023-06-29,BRTV,$107.56,$108.51,$105.87,$106.64,4053098,Finance,Buy
2023-05-24,BRTV,$86.31,$88.33,$85.65,$86.42,3985105,Finance,Strong Buy
2023-01-13,ALNX,$150.54,$152.88,$150.26,$152.69,2487377,Technology,Sell
2023-05-31,BRTV,$88.64,$88.93,$88.51,$88.71,2880769,Finance,Buy
2023-07-21,CMPX,$262.85,$268.13,142.5O,$267.83,2577138,Healthcare,Strong Buy
2023-03-03,BRTV,$75.37,$77.21,$74.59,$75.22,2128572,Finance,Sell
2023-09-13,ALNX,$229.57,$232.59,$224.58,$231.40,1042834,Technology,Hold
2023-09-15,ALNX,$235.66,$239.73,$231.29,$234.75,968211,Technology,Buy
2023-07-22,ALNX,$205.76,$210.06,$202.28,$206.78,4871309,Technology,Sell
2023-06-07,ALNX,$200.15,$202.19,$199.32,$201.92,3951143,Technology,Buy
2023-06-21,BRTV,$106.88,$107.03,$106.29,$106.79,2303799,Finance,Buy
2023-09-06,ALNX,$241.11,$244.11,$235.54,$243.28,1091323,Technology,
2023-02-01,ALNX,$160.22,$164.03,$159.76,$162.42,1845432,Technology,Sell
2023-08-01,BRTV,$107.79,$108.58,$105.20,$105.40,4138456,Finance,
2023-05-03,ALNX,$197.87,$200.15,$193.52,$195.08,3872985,Technology,Sell
2023-07-12,ALNX,$202.96,$207.41,$198.80,$201.61,4638211,Technology,Buy
2023-01-06,CMPX,$210.01,$210.55,$209.36,$210.03,3439709,Healthcare,Hold
2023-07-15,BRTV,$114.82,$116.49,$114.08,$115.27,1749682,Finance,
2023-02-22,ALNX,$152.37,$152.72,$149.63,$152.55,4917788,Technology,Buy
2023-02-02,BRTV,$79.86,$81.23,$78.84,$80.74,2223474,Finance,Buy
2023-07-07,BRTV,$114.66,$116.10,$112.61,$115.82,1520202,Finance,Buy
2023-02-24,ALNX,$154.58,$154.96,$154.28,$154.35,2543051,Technology,Hold
2023-02-24,CMPX,$237.77,$241.94,$234.51,$234.75,3216798,Healthcare,Sell
2023-07-18,CMPX,$259.93,$260.92,$258.50,$259.01,3741304,Healthcare,
2023-08-15,BRTV,$109.67,$111.98,$107.79,$108.17,2882210,Finance,Sell
2023-02-10,ALNX,$165.63,$165.90,$164.04,$164.29,4673007,Technology,Hold
2023-02-16,ALNX,$164.95,$168.02,$164.65,$165.56,4855871,Technology,Strong Buy
2023-06-30,ALNX,$195.59,$197.05,$191.96,$192.70,2202637,Technology,Strong Buy
2023-03-29,ALNX,$188.22,$190.89,$184.98,,3273781,Technology,Strong Buy
2023-07-29,ALNX,$215.81,$216.31,$215.07,$216.25,4951419,Technology,Strong Buy
2023-08-12,ALNX,$243.03,$248.67,$239.25,$247.09,3536796,Technology,Sell
2023-02-02,CMPX,$214.36,$217.99,$212.19,$212.73,2770220,Healthcare,Sell
2023-09-07,BRTV,$105.39,$107.80,$105.07,$105.25,4055611,Finance,
CORRUPT,,,,,,,,
2023-07-26,CMPX,$249.50,$252.04,$247.64,$248.09,3428582,Healthcare,Sell
2023-03-23,BRTV,$77.05,$77.48,$75.35,,4614445,Finance,Buy
2023-05-06,BRTV,$76.98,$77.18,$75.79,$76.79,4815333,Finance,
2023-09-15,BRTV,$107.47,$107.92,$105.23,$107.38,,Finance,Sell
2023-05-05,CMPX,$203.23,$204.03,$199.13,$199.81,4944156,Healthcare,Buy
2023-06-24,ALNX,$205.19,$206.94,$204.80,$206.06,4141149,Technology,Buy
2023-04-20,CMPX,$213.08,$214.11,$210.05,$212.13,4469785,Healthcare,Buy
2023-03-11,BRTV,$75.36,$75.70,$74.44,$75.15,2310426,Finance,Hold
2023-08-16,CMPX,$264.03,$266.83,$261.78,$266.51,1504973,Healthcare,
2023-01-12,CMPX,$215.46,$218.43,$210.72,$215.81,2185185,Healthcare,Sell
2023-01-18,ALNX,$149.65,$152.87,$146.26,$150.57,923797,Technology,Buy
2023-02-10,BRTV,$78.33,$79.12,$76.77,$77.54,3980341,Finance,Sell
2023-03-16,ALNX,$181.51,$182.69,$180.47,$180.96,2394942,Technology,
2023-05-23,BRTV,$85.76,$87.81,$84.56,$86.29,3771974,Finance,Sell
2023-05-02,CMPX,$206.34,$210.51,$204.55,$210.23,1997720,Healthcare,
2023-07-22,CMPX,$257.09,$262.64,$253.39,$253.40,4388640,Healthcare,Hold
2023-01-26,BRTV,$83.73,$84.68,$81.72,$82.80,1134662,Finance,Sell
2023-07-27,BRTV,$114.29,$115.95,$113.11,$113.58,3745976,Finance,Hold
2023-03-17,ALNX,$177.13,$178.56,$175.88,$176.35,1908636,Technology,
2023-03-24,CMPX,$236.03,$237.09,$230.87,$232.43,2263787,Healthcare,Buy
2023-06-16,BRTV,$99.46,$100.44,$97.96,$99.36,2656181,Finance,Hold
2023-02-24,BRTV,$82.14,$82.38,$80.56,$81.56,2113090,Finance,Buy
2023-03-02,BRTV,$77.08,$77.62,$75.37,$77.11,809655,Finance,
2023-06-27,ALNX,$200.34,$201.66,$195.70,$199.31,4127786,Technology,Sell
2023-05-31,CMPX,$231.27,$232.81,$229.67,$232.67,3332905,Healthcare,
2023-07-22,BRTV,$119.35,$121.65,$116.50,$119.72,4655251,Finance,Buy
2023-06-13,BRTV,$95.05,$95.83,$94.29,$95.53,1283384,Finance,
2023-01-06,ALNX,$152.68,$154.79,$149.76,$152.09,3064486,Technology,
2023-02-16,BRTV,$79.19,$80.66,$77.72,$80.22,1526981,Finance,Sell
2023-08-17,ALNX,$252.65,$258.47,$246.79,$258.44,2458850,Technology,Strong Buy
2023-07-01,ALNX,$200.42,$202.45,$199.56,$200.83,4412270,Technology,
2023-03-18,CMPX,$233.14,$237.14,$230.58,,3916146,Healthcare,Buy
2023-01-05,BRTV,$86.90,$88.77,$86.53,$87.38,4603481,Finance,Sell
2023-03-31,CMPX,$237.37,$239.60,$234.60,$235.17,3136799,Healthcare,
2023-06-24,CMPX,$217.28,$218.23,$217.00,$217.89,3701279,Healthcare,Buy
2023-08-12,BRTV,$112.76,$113.50,$112.49,$112.63,1714130,Finance,Hold
2023-05-10,ALNX,$195.40,$198.57,$193.10,$193.78,3340276,Technology,
2023-01-11,BRTV,$86.74,$87.88,$84.79,$86.72,2468587,Finance,Hold
2023-08-11,ALNX,$237.03,$242.37,$234.06,$239.88,3924689,Technology,Strong Buy
2023-04-04T00:00:00,BRTV,$74.43,$74.79,$73.13,$73.67,1512671,Finance,Buy
2023-04-26,BRTV,$75.61,$75.76,$74.42,$74.92,936249,Finance,Sell
2023-07-26,ALNX,$206.54,$209.11,$202.03,$203.63,4533491,Technology,Buy
2023-04-07,CMPX,$226.04,$226.84,$222.75,$224.39,1459739,Healthcare,Strong Buy
2023-04-14,ALNX,$207.63,$208.10,$205.58,$206.42,3565646,Technology,Buy
2023-08-04,ALNX,$220.85,$221.23,$219.61,$220.05,1335797,Technology,Sell
2023-04-15,ALNX,$209.43,$214.35,$205.75,$208.99,3555461,Technology,Hold
2023-08-30,ALNX,$243.23,$247.75,$242.81,$247.18,4936271,Technology,Strong Buy
2023-02-02,ALNX,$161.12,$161.28,$158.20,$159.52,3503222,Technology,Strong Buy
2023-01-24,ALNX,$149.15,$152.28,$147.94,$150.59,865624,Technology,
2023-07-07,ALNX,$208.00,$210.52,$206.19,$209.18,2064540,Technology,Sell
2023-07-04,ALNX,$204.60,$206.40,$200.86,$205.21,3861972,Technology,Buy
2023-07-08,ALNX,$208.29,$210.88,$205.27,$209.18,3475206,Technology,Buy
2023-04-28,BRTV,$75.93,$77.43,$75.61,$76.21,1844172,Finance,Sell
2023-02-09,ALNX,$164.53,$166.85,$162.80,$163.69,2640642,Technology,Sell
2023-07-04,BRTV,$107.20,$107.82,$107.09,$107.22,1025788,Finance,Strong Buy
2023-05-19,BRTV,$84.26,$85.09,$83.52,$85.06,3380988,Finance,Buy
2023-02-10,CMPX,$223.43,$228.11,$219.20,$219.93,962598,Healthcare,
2023-07-06,ALNX,$209.19,$213.99,$204.51,$206.86,3778029,Technology,Hold
2023-07-01,CMPX,$235.79,$241.51,$231.54,$238.47,4918867,Healthcare,
2023-02-21,CMPX,$243.16,$245.51,$238.84,$243.56,1861854,Healthcare,Sell
2023-03-08,CMPX,$230.74,$235.36,$228.58,$229.61,1110543,Healthcare,Hold
2023/04/20,ALNX,$201.03,$205.89,$199.95,$204.71,1960971,Technology,Sell
2023-01-03,CMPX,$211.33,$214.84,$208.81,$210.14,3133632,Healthcare,Buy
2023-01-14,CMPX,$216.93,$221.35,$212.50,$213.36,4415919,Healthcare,Sell
2023-08-23,CMPX,$268.85,$272.28,$262.71,$264.94,2635502,Healthcare,Buy
2023-03-17,BRTV,$77.67,$78.43,$76.66,$77.14,2180298,Finance,Sell
2023-02-14,ALNX,$162.73,$166.66,$161.47,$165.51,2173767,Technology,Sell
2023-06-01,CMPX,$233.93,$239.44,$230.15,$232.20,1920456,Healthcare,Strong Buy
2023-03-22,CMPX,$227.12,$232.53,$221.62,$225.66,4519366,Healthcare,Strong Buy
2023-04-28,ALNX,$191.84,$195.79,$189.22,$189.46,2403091,Technology,Sell
2023-01-20,CMPX,$219.87,$223.07,$216.04,$217.87,3435565,Healthcare,Hold
2023-07-06,CMPX,$251.88,$254.73,$245.65,$248.00,2654148,Healthcare,Strong Buy
2023-02-14,CMPX,$233.52,$234.87,$231.00,$234.21,2837168,Healthcare,Buy
2023-06-22,ALNX,$198.65,$200.74,$195.46,$197.60,2840175,Technology,Hold
2023-07-27,ALNX,$212.17,$213.08,$210.80,$212.52,1916911,Technology,Hold
2023-03-17,CMPX,$229.98,$235.42,$229.57,$231.30,3641349,Healthcare,Buy
2023-02-04,BRTV,$81.85,$83.51,$81.12,$83.48,3461688,Finance,Strong Buy
2023-04-21,ALNX,$207.36,$208.67,$204.42,$205.91,1023725,Technology,Strong Buy
2023-08-05,CMPX,$275.11,$280.10,$272.56,$274.25,2882582,Healthcare,Strong Buy
2023-08-03,BRTV,$107.77,$108.23,$105.11,$106.66,3708373,Finance,
2023-05-18,ALNX,$177.14,$179.48,$174.84,$175.05,1949544,Technology,Sell
2023-04-08,CMPX,$222.73,$223.74,$218.22,$221.55,1432109,Healthcare,Hold
2023-03-24,BRTV,$75.82,$77.48,$1.42.50,$74.96,823786,Finance,Sell
2023-02-18,ALNX,$160.17,$160.40,$157.30,$158.55,2840991,Technology,Sell
2023-02-03,BRTV,$81.88,$82.10,$80.65,$81.56,2431040,Finance,Strong Buy
2023-02-07,CMPX,$215.15,$219.98,$210.19,$211.67,4013132,Healthcare,Hold
2023-07-25,CMPX,$256.00,$258.13,$253.90,$254.89,1565034,Healthcare,Buy
2023-07-28,BRTV,$113.19,$113.68,$111.11,$111.33,3190088,Finance,Buy
2023-08-24,BRTV,$113.15,$115.76,$112.61,$113.63,983818,Finance,Hold
2023-04-11,BRTV,$72.22,$74.00,$70.97,$73.91,3451965,Finance,Hold
2023-03-14,CMPX,$223.77,$229.16,$221.88,$225.21,3334380,Healthcare,Hold
2023-05-09,BRTV,$76.83,$78.59,$75.01,$75.45,2083586,Finance,Sell
2023-04-04,ALNX,$185.57,$190.08,$181.34,$185.98,3955747,Technology,Strong Buy
2023-06-14,ALNX,$198.78,$199.36,$195.96,$197.22,2397875,Technology,Buy
2023-07-28,ALNX,$218.17,$219.12,$213.36,$217.56,3748894,Technology,Strong Buy
2023-01-31,BRTV,$79.73,$80.47,$79.24,$79.78,1770107,Finance,Strong Buy
2023-05-02,BRTV,$76.63,$77.21,$76.52,$77.17,1429490,Finance,Strong Buy
2023-09-02,BRTV,$108.70,$109.85,$107.26,$108.97,1564511,Finance,
2023-08-02,CMPX,$267.50,$272.45,$266.25,$266.61,1523205,Healthcare,Strong Buy
2023-04-25,BRTV,$73.64,$74.60,$72.75,$73.92,2829524,Finance,Hold
2023-09-08,ALNX,$237.78,$242.48,$232.48,$233.98,1640572,Technology,Buy
2023-05-30,CMPX,$234.33,$234.64,$230.37,$231.63,2420354,Healthcare,Hold
2023-08-16,ALNX,$250.62,$256.01,$247.70,$252.27,1594613,Technology,Strong Buy
05-20-2023,ALNX,$177.10,$178.00,$175.35,$176.99,3989267,Technology,Hold
2023-05-20,BRTV,$86.23,$86.82,$85.26,$86.35,2400414,Finance,Buy
2023-06-02,ALNX,$184.92,$188.42,$182.99,$185.25,4749592,Technology,
2023-07-27,CMPX,$252.20,$253.37,$248.39,$251.81,2622380,Healthcare,Buy
2023-01-14,ALNX,--,$149.08,$143.85,$148.59,3571835,Technology,Buy
2023-04-25,ALNX,$197.21,$198.54,$195.30,$197.32,1326864,Technology,Buy
2023-01-31,ALNX,$160.53,$161.70,$158.75,$161.65,1120924,Technology,Buy
2023-07-25,ALNX,$212.91,$217.77,$212.09,$213.80,3098641,Technology,Buy
2023-04-22,ALNX,$201.66,$206.30,$198.91,$205.05,4735180,Technology,Strong Buy
2023-03-14,ALNX,$171.87,$173.94,$168.62,$169.98,878831,Technology,Strong Buy
2023-05-20,CMPX,$225.78,$228.28,$222.37,$223.57,4756113,Healthcare,Buy
2023-03-04,BRTV,$76.57,$77.41,$75.54,$76.42,4631802,Finance,
2023-03-31,BRTV,$72.27,$72.95,$71.47,$71.78,4844897,Finance,Hold
2023-06-09,ALNX,$200.59,$201.28,$195.74,$199.05,1208326,Technology,Hold
2023-07-21,BRTV,$116.08,$116.20,$115.33,$115.97,4645751,Finance,Sell
2023-05-27,CMPX,$230.48,$230.76,$227.86,$228.17,3610536,Healthcare,Sell
2023-04-19,ALNX,$200.17,$202.12,$198.62,$202.01,3190148,Technology,Strong Buy
2023-06-21,ALNX,$201.19,$203.96,$198.15,$198.25,3104692,Technology,
2023-09-07,ALNX,$235.85,$238.48,$235.55,$236.83,2040492,Technology,
2023-02-14,BRTV,$78.96,$79.09,$77.58,$78.60,3948302,Finance,Strong Buy
2023-06-10,BRTV,$92.71,$93.47,$90.53,$93.32,2269123,Finance,Strong Buy
2023-03-30,BRTV,$71.62,$71.84,$70.57,$71.52,3925988,Finance,Hold
2023-05-05T00:00:00,ALNX,$199.57,$204.40,$199.31,$202.71,1344748,Technology,
2023-03-03,CMPX,$228.01,$231.26,$222.82,$231.19,1751780,Healthcare,Strong Buy
2023-08-15,CMPX,$268.62,$269.20,$263.83,$268.23,2258508,Healthcare,Buy
2023-02-17,ALNX,$160.31,$163.74,$157.00,,2967217,Technology,Sell
2023-05-23,ALNX,$179.91,$182.33,$177.83,$182.32,4812866,Technology,
2023-03-29,CMPX,$230.15,$231.64,$226.27,$228.71,4289574,Healthcare,Buy
2023/03/24,ALNX,$188.90,$192.66,$185.11,$191.38,2537761,Technology,
2023-05-25,BRTV,$85.24,$86.47,$83.66,$83.97,2807243,Finance,Hold
2023-09-01,ALNX,$240.73,$245.14,$238.93,$240.58,3161586,Technology,Sell
2023-06-22,BRTV,$105.75,$107.96,$103.31,$107.92,1065788,Finance,Buy
2023-08-17,BRTV,$109.53,$109.88,$109.02,$109.72,1827836,Finance,Buy
2023-04-18,CMPX,$215.41,$217.57,$210.86,$216.44,2188643,Healthcare,Strong Buy
2023-06-15,ALNX,$205.18,$205.46,$204.67,$205.43,1784119,Technology,Strong Buy
2023-04-01,CMPX,$235.67,$236.93,$230.59,$234.76,1383724,Healthcare,Hold
2023-01-19,ALNX,$149.27,$152.85,$149.10,$151.18,4882495,Technology,Hold
2023-07-06,BRTV,$110.80,$111.03,$110.65,$110.91,4152236,Finance,Sell
2023-07-14,ALNX,$204.99,$206.62,$200.79,$205.70,1249723,Technology,Sell
2023-07-20,CMPX,$256.38,$260.53,$253.83,$256.34,1433476,Healthcare,Buy
2023-05-05,BRTV,$74.92,$76.60,$74.58,$76.02,2260381,Finance,Sell
2023-05-23,CMPX,$227.96,$229.24,$223.61,$226.75,2686321,Healthcare,Sell
2023-08-26,CMPX,$268.41,$274.61,$267.93,$269.41,1673339,Healthcare,Strong Buy
2023-01-13,CMPX,$212.47,$213.01,$207.27,$210.45,2647317,Healthcare,Buy
2023-03-09,CMPX,$230.86,$236.46,$226.96,$233.54,1473733,Healthcare,Sell
2023-09-10,ALNX,$150.00,$152.00,$149.00,$151.00,not_a_number,Technology,Hold
2023-06-03,ALNX,$190.23,$191.34,$187.92,$188.48,4506427,Technology,Buy
2023-07-13,CMPX,$255.43,$256.82,$252.94,$255.63,2253198,Healthcare,
2023-01-28,BRTV,$79.04,$79.49,$77.69,$79.25,3141470,Finance,Sell
2023/04/27,ALNX,$192.63,$195.35,$191.58,$192.24,4697539,Technology,Strong Buy
2023-09-06,BRTV,$106.80,$108.23,$105.59,$108.18,2036880,Finance,Buy
2023-03-15,ALNX,$177.87,$181.69,$173.88,$176.86,3811167,Technology,
2023-04-01,ALNX,$182.26,$184.32,$180.16,$183.35,1020233,Technology,
24/05/2023,CMPX,$233.25,$238.83,$231.92,$233.93,3212818,Healthcare,Buy
2023-05-06,ALNX,$198.26,$201.18,$195.53,$201.08,1888599,Technology,
2023-09-16,CMPX,$273.80,$278.08,$268.92,$269.91,1335504,Healthcare,Sell
2023-06-06,CMPX,$227.06,$229.52,$225.57,$228.60,4326251,Healthcare,Sell
2023-05-13,BRTV,$81.54,$83.39,$81.09,$83.24,3423242,Finance,Hold
